"ID","Type","Name","Documentation","Specialization"
"id-718740","BusinessFunction","Opdrachten geven aan uitvoering","Het vermogen om opdrachten te geven aan de uitvoering binnen of buiten de netbeheerder.",""
"id-736329","BusinessFunction","Open data beschikbaar maken","Het vermogen om open data beschikbaar te maken ten behoeve van energietransitie of anderszins omgevingsvraagstukken uit te wisselen met klanten en/of andere stakeholders als gemeenten, energiecorporaties, warmtebedrijven, woningcorporaties, provincies, rijksoverheid, consultancybureau's. De wet kent  vier soorten data delen. Deze capability betreft  open data.",""
"id-718770","BusinessFunction","Openstaande vorderingen innen","Het vermogen om openstaande vorderingen, rekening houdend met wettelijke termijnen, op tijd betaald te krijgen. Denk hierbij ook aan het inschakelen van een deurwaarder of het treffen van een betalingsregeling.",""
"id-718720","BusinessFunction","Opregel- en afregelaanbod beheren","Het vermogen om aanbod aan een netbeheerder te beheren waarmee de netbeheerder het productie- en/of belastingspatroon op een of meer aansluitingen kan wijzigen. Het betreft bijvoorbeeld balanceringscapaciteit, redispatch capaciteit, capaciteitbeperking, bieding en afroep van balanceringsdiensten of redispatchdiensten, Ter beschikking gestelde vraagsturing.",""
"id-718791","BusinessFunction","Opregel- en afregelbehoefte communiceren","Het vermogen om een verwachting van de hoeveelheid energie te communiceren die moet worden opgeregeld of afgeregeld om het energietransport te handhaven.",""
"id-736479","BusinessFunction","Organisatie inrichten en optimaliseren","Het vermogen om de organisatie in te richten en te optimaliseren. Dit omvat ook het registreren van de organisatiestructuur.",""
"id-9442ddbbadfb4cb18abcb4ad5cbf198c","BusinessFunction","Outage coordination and stakeholder management","To provide accurate information about the extent of the outage and its impact on customers / stakeholders",""
"id-0ef784debd9a4d5793e51a9293a1b8be","BusinessFunction","Outage Management","Covering the digital functionalities used to prepare and execute service calls related to planned and unplanned outages.",""
"id-fadfd191df7d44f5a91daea514843a3b","BusinessFunction","Outage Management","To identify outages and provide instant alerts.",""
"id-e28af5ef3c304ff3a1d4406e1d0eb4f8","BusinessFunction","Outage programming and planning","To prepare processes and workflows for scheduled outages (eg., necessary for system maintenance)",""
"id-718845","BusinessFunction","Overeenkomsten met inkoopleveranciers afsluiten en bewaken","Het vermogen om overeenkomsten met leveranciers af te sluiten en te bewaken. Dit omvat ook de bestellingen die binnen overeenkomsten worden gedaan.",""
"id-718334","BusinessFunction","Overeenkomsten verwerven en beheren","Het vermogen om overeenkomsten met klanten aan te gaan en te beheren.",""
"id-718778","BusinessFunction","Overeenkomsten voor marktdiensten afsluiten","Het vermogen om contracten voor marktdiensten af te sluiten, zoals contracten voor balanceringscapaciteit, redispatchcapaciteit of vraagsturing en restrictiecontracten.",""
"id-718772","BusinessFunction","Overeenkomsten/SLA's afsluiten, aanpassen, beheren en beeïndigen","Het vermogen om met afnemers afspraken te maken/ overeenkomsten af te sluiten over producten en dienstverlening, inclusief managen van de prestaties en het beheren van overeenkomstenregister. Dit gaat ook over aanpassen en beeïndigen van overeenkomsten en SLA's.",""
"id-736377","BusinessFunction","Personenmobiliteit faciliteren","Het vermogen om de mobiliteit van personen te faciliteren. Dit omvat vervoer per wagen en openbaar vervoer.",""
"id-718712","BusinessFunction","Portfolio van werkzaamheden opstellen en onderhouden","Het vermogen om een portfolio aan werkzaamheden aan energienetten op te stellen en te onderhouden die past binnen de capaciteit. Het betreft het portolio van de service provider. Denk ondermeer aan Sales&OperationsPlanning (S&OP) - Supply.",""
"id-718829","BusinessFunction","Positionering bepalen en het merk definiëren","Het vermogen om het bedrijf zijn positie te bepalen, het merk te promoten en daarmee het imago van het bedrijf vorm te geven.
.",""
"id-137a3e81ea894bfe9e383c7578a2f417","BusinessFunction","Power Exchange","Trading Platform to ensure short-grid stabiity by injecting or absorbing power depending on observed local conditions or based on remote dispatch request",""
"id-15eff35dd89f43ea92682072e7f5cb4c","BusinessFunction","Power Flow analysis","",""
"id-1d3f7c48fc344268bc120a48ca8c712e","BusinessFunction","Power Quality and System stability","Automation of the power system to return to its normal or stable conditions after disturbances like sudden changes of load, the sudden short circuit between line and ground, line-to-line fault, all three line faults, switching, including distributed assets.",""
"id-aca682eb82b14958896ce827db08a204","BusinessFunction","Power quality management","To ensure the good power quality. Good power quality can be defined as a steady supply voltage that stays within the prescribed range, steady a.c. frequency close to the rated value, and smooth voltage curve waveform (resembles a sine wave).",""
"id-cc8a0d7eb5d04e1aa6ccb9fbb08f21cd","BusinessFunction","Power System Analysis","",""
"id-a7a3fcd15ebb4deb9635b0cafa3dad0b","BusinessFunction","Power System Planning","",""
"id-736310","BusinessFunction","Privacy borgen","Het vermogen om privacyrisico's te inventariseren,  te analyseren, te prioriteren en maatregelen te borgen.
.",""
"id-1697a5356c12455480aa32ed8250193f","BusinessFunction","Privacy Management","",""
"id-718837","BusinessFunction","Processen besturen","Het vermogen om processen te besturen. Dit omvat ook het definiëren, continu verbeteren en orkestreren van de  processen. Processen omvatten de waardestroom-/ ketenprocessen, hoofdprocessen, bedrijfsprocessen en werkprocessen.",""
"id-736543","BusinessFunction","Processen en data ontwikkelen en beheren","Het vermogen om processen en data te ontwikkelen en te besturen.",""
"id-736295","BusinessFunction","Processen ontwikkelen en beheren","Het vermogen om processen te definiëren, continu te verbeteren en te beheren. Dit omvat het vastleggen van processen, het beleggen van eigenaarschap en het monitoren van de effectiviteit van processen.",""
"id-736517","BusinessFunction","Processen orkestreren","Het vermogen om de processen te orkestreren en daarmee de realisatie van het resultaat te besturen. Dit omvat het bepalen van de uit te voeren activiteiten, het aansturen van de activiteiten (aansturen actoren), het monitoren van de voortgang en het inzicht geven in / rapporteren over de voortgang op afgesproken momenten en/of op verzoek. Dit omvat een taakflow wijze van orkestreren en een dossierflow (=zaakgericht werken) wijze van orkestreren. Deze capability kan worden gebruikt om de verschillende onderliggende capabilities aan te sturen die nodig zijn om het E2E resultaat te realiseren (b.v. toekomstbestendig energienet, aansluiting, betrouwbaar energienet, transport capaciteit, afgeleverde energie, toegewezen energie-uitwisseling, netbeheer data). Deze capability kan ook worden gebruikt binnen een capability context om een capability proces te orkestreren en daarmee de realisatie van het capability resultaat te besturen. Het object van orkestratie duiden we met ‘Case’.",""
"id-718760","BusinessFunction","Producten aan klanten offreren","Het vermogen om klanten productoffertes met de juiste prijsopgave aan te bieden.",""
"id-718810","BusinessFunction","Producten en diensten ontwikkelen en beheren","Het vermogen om producten en diensten te ontwikkelen en te beheren. Dit omvat ook het ontwikkelen van klantreizen per doelgroep en het beheren van tarieven.",""
"id-718726","BusinessFunction","Programma van eisen/functioneel ontwerp opstellen","Het vermogen om de bepaalde aanpassingen functioneel te ontwerpen inclusief het bepalen van het programma van eisen voor de verandering.",""
"id-8627dcf03d454fef81243c923b4588f1","BusinessFunction","Project Finance Management","To support the long-term financing of infrastructure and industrial projects based upon the projected cash flows of the project rather than the balance sheets of its sponsors. ",""
"id-6ea708c803f74a37bdd40ee6f3b9e15e","BusinessFunction","Protection Analysis","",""
"id-711282","BusinessFunction","Regievoeren over werkzaamheden","Het vermogen om uitvoerbare werkzaamheden aan energienetten te laten uitvoeren.",""
"id-736490","BusinessFunction","Relatie met inkoopleveranciers onderhouden","Het vermogen om een relatie met inkoopleveranciers te onderhouden. Dit omvat strategisch, tactisch en operationeel niveau.",""
"id-718769","BusinessFunction","Relatie met klanten onderhouden","Het vermogen om positieve en constructieve relaties te onderhouden met klanten en deze te registreren.",""
"id-718785","BusinessFunction","Relatie met marktpartijen onderhouden","Het vermogen om relaties met marktpartijen te onderhouden inclusief het registreren van marktpartijen zoals energieleveranciers, Programma verantwoordelijken (PV)/Balance responsible party (BRP), Meetverantwoordelijken, BSP’s, CSP’s, aggregators",""
"id-736325","BusinessFunction","Relatie met medewerkers onderhouden","Het vermogen om een relatie met de medewerkers te onderhouden. Dit omvat het registreren van medewerkersgegevens, het verrichten van motivatieonderzoek en het betrokken houden van medewerkers en het leveren van arbeidsjuridisch advies.",""
"id-220b1dfb1d49490797f5f4ebb38a2f03","BusinessFunction","Remote Operation","Supervise a control area, and trigger remote actions (SCADA console)",""
"id-bf2d1497a7254a1ebe0c6c1663e8a991","BusinessFunction","renewable energy resources interaction and monitoring","",""
"id-a6eb159724e74894a49746b5e2e019d3","BusinessFunction","Renewable policy Management","Covering the renewal strategy to assure that, after replacement, assets are able to operate with th same fetures of the ones they have replaced.",""
"id-718761","BusinessFunction","Schade verhalen veroorzaakt door derden","Het vermogen om schade veroorzaakt door derden vergoed te krijgen. Denk hierbij aan het aansprakelijk stellen van veroorzakers van vandalisme aan het net of schade door een aannemer.",""
"id-718763","BusinessFunction","Schadevergoeding bij schade veroorzaakt door werkzaamheden bepalen","Het vermogen om een financiële compensatie voor klanten te bepalen wanneer een werknemer of aannemer bij de klant schade heeft veroorzaakt",""
"id-718811","BusinessFunction","Sectorsamenwerking ontwikkelen","Het vermogen om samen met de energiesector partijen (bv. netbeheerders, energieleveranciers) of aanpalende sectorpartijen (bv. aannemers, gemeenten) de samenwerking te ontwikkelen en te onderhouden.
.",""
"id-d90a96971bd04a13a0b9c5fd2fd821a8","BusinessFunction","secure remote device communication","",""
"id-16207a66418d49999d89262a9f21301e","BusinessFunction","secure remote processing","",""
"id-f451dce13e214b9d8fa43a11764acc80","BusinessFunction","Security Management","",""
"id-a51f022b21634115aa8299436d58b860","BusinessFunction","Service administration","To allow service configuration, monitoring and steering ",""
"id-718766","BusinessFunction","Service verlenen aan klanten in kanalen","Het vermogen om klanten diensten en ondersteuning aan te bieden via (digitale) kanalen zoals website, social media, email, telefoon, etc",""
"id-8661696d88d0458a847e0cc4281aeec8","BusinessFunction","Services","3rd Party or Customer owned assets providing supporting functions to grid",""
"id-8e739921e10143b1a326898d99641518","BusinessFunction","Shared Functions","Covering the digitial functionalities that are required by each of category.",""
"id-6770673115b94332b32617f34fe7da7d","BusinessFunction","Smart Device Control","",""
"id-8740ec0c06b84cc79eaa822eb71f2092","BusinessFunction","Smart Device Monitoring","",""
"id-d0b5fab5a157483f9a4434a9cff16db5","BusinessFunction","Smart Device Monitoring and Control ","",""
"id-8fca6771b8344b868c7ff649107d8a8c","BusinessFunction","Solar Wind Resource Generation","Forecast solar and wind generation (non-controlable generation)",""
"id-718827","BusinessFunction","Stakeholderrelatie onderhouden","Het vermogen om stakeholders te herkennen, te informeren en de relatie met deze stakeholders te onderhouden. Dit omvat ook communicatiestrategie en beleid en het opstellen en uitvoeren van bedrijfscommunicatie en campagnes naar stakeholders, inclusief klantcampagnes.
.",""
"id-718734","BusinessFunction","Standaard werkproduct opstellen en onderhouden","Het vermogen om standaard werkproducten inclusief bestekken op te stellen en te onderhouden. Denk onder meer aan specificatie van uitvoeringsproducten/werkzaamheden in relatie tot omgevingsfactoren zoals zachte grond inclusief benodigde arbeidstijd (normuren), materialen (norm) en materieel (norm).",""
"id-35c961c926c5426882d4719bda95d947","BusinessFunction","State Validation","",""
"id-18920eee3b02480bb47f3977a9c4af7e","BusinessFunction","Storage Management","To trigger energy storage devices to act as spinning reserves for providing short-term power supply or demand to manage instant variability in DG-generated power",""
"id-8d65431803a641c9945536a03c9c48bb","BusinessFunction","Store IED Configuration","Store IED specific configurations.",""
"id-956d55366ccb4ed6aa74e80bb7e6ba21","BusinessFunction","Store system configuration","Manage (store/load) configuratons files.",""
"id-57b3e276ad8a44fa8fa40c33544cd950","BusinessFunction","Store system configuration","Store system configurations for later use.",""
"id-718749","BusinessFunction","Storingen analyseren","Het vermogen om (momentaan) de oorzaak/oorzaken en/of gevolgen van de storing te achterhalen. Ten behoeve van oplossen van de storing, veelal door de monteur en/of bedrijfsvoerder.",""
"id-718747","BusinessFunction","Storingen classificeren","Het vermogen om het type storing te bepalen mede aan de hand van een inschatting van lokale omstandigheden (bv locatie gaslek, aantal parts per million (PPM), gereguleerde-, sector- en interne richtlijnen, impact of mogelijke impact).",""
"id-718752","BusinessFunction","Storingen en onderbrekingen oplossen","Het vermogen om het energienet 'in operatie' te brengen om de onderbreking bij afnemers (verbruikersminuten) te minimaliseren.",""
"id-718707","BusinessFunction","Storingen onderzoeken","Het vermogen om root cause analyses uit te voeren op de storingen van een bepaalde periode en deze om te zetten in verbeteracties waaronder aanpassing van onderhoudsplan, herontwikkeling/vernieuwing van netcomponenten, aanpassen van storing afhandelingsproces, ..",""
"id-718751","BusinessFunction","Storingen toewijzen","Het vermogen om een monteur aan de storing te koppelen voor lokale analyse en herstel, al dan niet voorzien van een urgentie of prioriteit van de storing.",""
"id-718764","BusinessFunction","Storingscompensatie bepalen","Het vermogen om een financiële compensatie voor klanten te bepalen bij langdurige uitval van de dienstverlening.",""
"id-736360","BusinessFunction","Strategie bepalen","Het vermogen om de strategie (wat we moeten doen) te bepalen aan de hand van strategische doelstellingen die zijn afgeleid uit de missie en visie.
.",""
"id-718815","BusinessFunction","Strategie ontwikkelen en bewaken","Het vermogen om een strategie te bepalen waarmee missie en visie middels strategische doelen worden gerealiseerd.
.",""
"id-718696","BusinessFunction","Strategie op energienetten ontwikkelen","Het vermogen om een strategie op energienetten en de energievoorziening te ontwikkelen.",""
"id-718825","BusinessFunction","Strategische risico's inventariseren en bewaken","Het vermogen om strategische bedrijfsrisico's te identificeren en mitigerende maatregelen te besturen. Dit omvat ook het uitvoeren en opvolgen van bedrijfsrisico audits.
.",""
"id-718699","BusinessFunction","Strategische risico’s op energienetten vaststellen","Het vermogen om strategische risico's op energienetten en de energievoorziening vast te stellen.",""
"id-1ca7002404b9440d81701ba70f837e63","BusinessFunction","substation automation interaction and monitoring","",""
"id-d18d17c458434b17ba92834ea7cd1ae4","BusinessFunction","Synchronisation","To match the speed and frequency of a generator or other source to a running network. If two segments of a grid are disconnected, they cannot exchange AC power again until they are brought back into exact synchronization.",""
"id-960cca4e87d74ce2b538d460252b08c4","BusinessFunction","System Control","Real time management of power systems",""
"id-01dae297d4b84a8caac5a000886ae50d","BusinessFunction","System Governance","Covering the digital functionalities supporting systems monitoring, registering and healing to make sure that all systems together establish a grid that is stable, reliable and flexible.",""
"id-7378e02694cf4116b641f81e3c8bb6f2","BusinessFunction","System Management","Managing the physical flow and balance of a power system.",""
"id-b5ab0431547e4a5c9f4e4fb9ef5216b6","BusinessFunction","System operation","Deals with automation operations that are implemented at a central level",""
"id-89a1a7305116425eaab0b42d0124e784","BusinessFunction","Team planning + Scheduling","To assure the corect allocation of human resoures to scheduled assets related maintenance plans",""
"id-723075","BusinessFunction","Technisch netverlies inkopen en minimaliseren","Het vermogen om technisch netverlies in te kopen en te minimaliseren.",""
"id-3754124c3c674753a33d66834150861d","BusinessFunction","Threat Monitoring","",""
"id-24b99f3763fd497d9a57189a9cd8e893","BusinessFunction","Ticketing","To create work tickets to track and facilitate outage remediation work required",""
"id-718800","BusinessFunction","Toestemmingen beheren","Het vermogen om toestemming tot toegang tot (markt) data te beheren. De toestemming wordt gebruikt bij het delen van data waarvoor toegang is vereist. Dit zijn onder meer de toestemmingen van klanten.",""
"id-718723","BusinessFunction","Tracévergunningen verkrijgen/zakelijk recht vestigen","Het vermogen om vergunningen te verkrijgen en zakelijke rechten te vestigen, en deze te beheren.",""
"id-718820","BusinessFunction","Transformatie van bedrijfsinrichting besturen","Het vermogen om de transformatie van de bedrijfsinrichting te besturen. Dit leidt tot nieuwe eigenschappen van business capabilities of nieuwe business capabilities die voldoen aan principes en richtlijnen om op lange termijn succesvol te zijn. Deze hoofdcapability omvat tevens (onderzoek en innovaties realiseren die ondersteunend zijn aan de transformaties.
.",""
"id-718756","BusinessFunction","Transport plannen en analyseren","Het vermogen om een inschatting te maken van de belasting van het energienet op korte termijn inclusief loadflowberekening, netveiligheidsanalyse, balancering analyse, contingency analyse en het verwerken van resultaten van bijsturingsacties (b.v. schakelhandelingen en directe en/of afroep van opregel/afregel aanbod). Inclusief inzicht scheppen dat nodig is om een prognose te kunnen opstellen.",""
"id-711323","BusinessFunction","Transport- en bedieningsplannen maken","Het vermogen om energietransport te plannen en de werkzaamheden af te stemmen op veiligheidseisen, operationele eisen en tijdigheidseisen",""
"id-bcca11ec546a4fb184bd66e91513290e","BusinessFunction","Transport- en bedieningsplannen maken (copy)","Het vermogen om energietransport te plannen en de werkzaamheden af te stemmen op veiligheidseisen, operationele eisen en tijdigheidseisen",""
"id-718767","BusinessFunction","Transportbehoefte inventariseren","Het vermogen om de behoefte aan energietransport van partijen in de omgeving in te schatten door (in overleggen) informatie te verzamelen en te verwerken, denk hierbij aan RES, overheids- en zakelijke initiatieven.",""
"id-718695","BusinessFunction","Uitvoering van werkzaamheden voorbereiden","Het vermogen om werkzaamheden voor te bereiden. Denk ondermeer aan reserveren mensen, materieel en materiaal, uitvoeringsvergunningen, bodemonderzoek, melding van voorgenomen graafwerkzaamheden bij het kadaster (Wibon), werkplan/uitvoeringsplan (laten) opstellen en goedkeuren.",""
"id-718739","BusinessFunction","Uitvoeringscapaciteit managen","Het vermogen om uitvoeringscapaciteit te managen voldoende voor de uitvoering van de verwachte en/of afgesproken werkzaamheden. Denk ondermeer aan: toewijzen/reserveren van capaciteitsgroepen, afroepen van flexibele capaciteit, bewaken van voldoende capaciteit per benodigde aanwijzing/kwalificatie, aansturen van ontwikkelproces van uitvoeringscapaciteit. Sleutelbeheer t.b.v. toegang tot stations.",""
"id-a40a0daef9224b3ca53334c2435fc621","BusinessFunction","User Alerting","To notificate a user that certain parameters are either above or below a specific threshold.",""
"id-a19213d9e84b4723a5a03f9a38565599","BusinessFunction","Validate","Validate configurations based on known rules.",""
"id-04370c0a4b3a49b8bc523d42c74b4abb","BusinessFunction","Validation measuring values and tagging","",""
"id-718822","BusinessFunction","Veiligheid, gezondheid, milieu en kwaliteit borgen","Het vermogen om richtlijnen voor persoonlijke veiligheid en gezondheid, milieu en kwaliteit (VGMK) op te stellen en te bewaken. Dit omvat ook de persoonlijke digitale veiligheid. Dit omvat ook het afhandelen van bedrijfsincidenten op gebied van VGMK.
.",""
"id-718813","BusinessFunction","Veranderinitiatieven besturen","Het vermogen om de voortgang van projecten, programma's, epics en features te bewaken en bij te sturen.
.",""
"id-736522","BusinessFunction","Veranderportfolio opstellen en bewaken / Roadmap opstellen en bewaken","Het vermogen om veranderingen te definieren, prioriteren en afhankelijkheden en voortgang te managen d.m.v. een roadmap.
.",""
"id-718717","BusinessFunction","Vergoeding voor geleverde diensten berekenen","Het vermogen om op basis van juiste gegevens (o.a. overeenkomst- en projectgegevens, aantallen, prijzen of verbruik) een waarde voor een geleverde dienst te berekenen.",""
"id-718828","BusinessFunction","Vermogen en liquiditeiten verkrijgen en beheren","Het vermogen om het vermogen en liquiditeiten te beheren. Dit omvat treasury.",""
"id-736439","BusinessFunction","Vermogen verkrijgen","Het vermogen om eigen en vreemd vermogen te verkrijgen, bijvoorbeeld door het aangaan van een lening of  de emissie van aandelen.",""
"id-3fd5b953d3084b1dbd4a201d07ad3f49","BusinessFunction","Version Management","Manage configuration versions.",""
"id-718697","BusinessFunction","Visie op energienetten ontwikkelen","Het vermogen om een visie op energienetten te ontwikkelen, onder meer door gebruik te maken van innovaties.",""
"id-718736","BusinessFunction","Voorlopige en definitieve ontwerpen van energienetten opstellen","Het vermogen om voorlopige en definitieve ontwerpen van energienetten op te stellen binnen de (technische) richtlijnen en functioneel ontwerp/programma van eisen.",""
"id-718728","BusinessFunction","Vragen van marktpartijen afhandelen","Het vermogen om verzoeken van marktpartijen aan te nemen en af te handelen, zoals vragen over metingen, facturen, etc.",""
"id-736278","BusinessFunction","Werking digitale producten zeker stellen","Het vermogen om de werking van digitale producten zeker te stellen. Dit omvat het definiëren en toepassen van diagnose en herstelactiviteiten (runbooks), besturen van events en het monitoren van prestaties. Het daadwerkelijk aanpassen van de productieomgeving (bv. patchen) vindt plaats in E.4.2 en E.4.3).  (IT4IT - Assure)",""
"id-718758","BusinessFunction","Werking van netcomponenten bewaken","Het vermogen om van individuele netcomponenten die samen het energienet vormen de prestaties te monitoren, te besturen, op afstand te configureren. Denk hierbij aan primaire, secundaire, tertiaire en telecom netcomponenten. En denk hierbij aan updaten van firmware en digitale configuratie.",""
"id-718716","BusinessFunction","Werkomgevingen veiligstellen","Het vermogen om werkomgevingen veilig te stellen. Denk onder meer aan spanningsvrij maken, weg afzetten, …",""
"id-718729","BusinessFunction","Werkzaamheden adviseren aan opdrachtgevers","Het vermogen werkzaamheden in te schatten en/of te adviseren aan de opdrachtgever (zoals Asset manager).",""
"id-718731","BusinessFunction","Werkzaamheden coördineren","Het vermogen om werkzaamheden te coördineren. Denk hierbij aan projectmanagement en managen van uitval van orders.",""
"id-718693","BusinessFunction","Werkzaamheden en netcomponenten administratief opleveren","Het vermogen om werkzaamheden en netcomponenten administratief op te leveren. Denk ondermeer aan tijdstippen afgeronde werkzaamheden/handelingen/taken, gewerkte uren, gebruikte materialen, in inspecties verzamelde data, data over geplaatste energienetcomponenten ten behoeve van assetadministratie.",""
"id-718701","BusinessFunction","Werkzaamheden evalueren","Het vermogen om werkzaamheden te evalueren, na afloop en bij langdurige werkzaamheden tussendoor.",""
"id-711280","BusinessFunction","Werkzaamheden faciliteren","Het vermogen om werkzaamheden aan energienetten te faciliteren opdat deze kunnen worden uitgevoerd.",""
"id-718735","BusinessFunction","Werkzaamheden operationeel plannen","Het vermogen om werk te plannen in beschikbare tijd van medewerkers van een capaciteitsgroep, inclusief het beheren van beschikbaarheid in de komende periode voor deze medewerkers.  Hierbij wordt onder andere rekening gehouden met gevraagde en beschikbare aanwijzingen, ervaring en reistijden. Operationeel plannen omvat het inplannen van waakdiensten. De beschikbaarheid van medewerkers wordt o.a. beïnvloed door de met de medewerker afgesproken beschikbaarheid (contracturen gecorrigeerd voor verlof), opleidingen, afdelingsgebeurtenissen. De met de medewerkers afgesproken beschikbaarheid wordt via interne waardestroom: ‘Beschikbaar maken en houden van inzetbare medewerkers’ gerealiseerd. De capaciteitsgroepen en planbare medewerkers daarbinnen worden gerealiseerd door ‘C.5.4.2 Uitvoeringscapaciteit managen’.",""
"id-718733","BusinessFunction","Werkzaamheden uitvoeren","Het vermogen om werkzaamheden uit te voeren en technisch en functioneel op te leveren. Denk hierbij aan werkzaamheden voor uitbreiden, vervangen, vernieuwen, onderhouden, inspecteren, aansluiten, reconstructies, ..",""
"id-711278","BusinessFunction","Werkzaamheden uitvoeren","Het vermogen om werkzaamheden aan energienetten uit te voeren.",""
"id-718169","BusinessFunction","Werkzaamheden uitvoeren aan energienetten","Het vermogen om werkzaamheden aan de energienetten uit te voeren, zoals aanleg, vervanging of onderhoud, zodat de werkzaamheden efficiënt en voorspelbaar worden uitgevoerd.",""
"id-711316","BusinessFunction","Werkzaamhedenportfolio opstellen en onderhouden","Het vermogen om een portfolio aan werkzaamheden aan energienetten op te stellen en te onderhouden.",""
"id-718821","BusinessFunction","Wet- en regelgeving volgen en beïnvloeden","Het vermogen om relevante regelgeving te identificeren, te beïnvloeden, de impact te overzien en te beleggen binnen de netbeheerder.
.",""
"id-0df670cc17104e3b8e94f69a66cc2dcb","BusinessInteraction","Business Interaction","",""
"id-468886","BusinessObject","Aansluiting","Een recht op het gebruik van één of meer verbindingen tussen een energienet en een onroerende zaak.",""
"id-729684","BusinessObject","Aansluiting","De verzameling bedrijfsobjecten nodig om marktdata te beheren.",""
"id-469494","BusinessObject","Aansluitlocatie","Een plek ten opzichte van de aarde waar zich het overdrachtspunt van een aansluiting bevindt.",""
"id-468924","BusinessObject","Arbeidsplaats","Een functie binnen een organisatieonderdeel, te vervullen door één medewerker.",""
"id-736112","BusinessObject","Archiefstuk","Een te bewaren document dat is gemaakt of ontvangen door de netbeheerder bij de uitvoering van zijn activiteiten.",""
"id-736156","BusinessObject","Architectuurproduct","Een beschrijving van de huidige en/of toekomstige structuur en werking van een organisatie om deze te begrijpen, te communiceren en te beheren.",""
"id-fa3e310a98ce4d60baf4aed4e186b53f","BusinessObject","Area Demands","Forecast of the power demand at an area level",""
"id-469705","BusinessObject","Bedieningshandeling","Een verrichting die de bedrijfstoestand van een netdeel wijzigt. Dit kan vanuit het bedrijfsvoeringcentrum (verre bediening), vanuit een centraal punt in een station (afstandsbediening) of direct op een component of veld (lokale bediening).",""
"id-469182","BusinessObject","Bedieningsplan","Een omschrijving van de bedieningshandelingen die uitgevoerd moeten worden en die leiden tot een gewenste bedrijfssituatie.",""
"id-722918","BusinessObject","Bedieningssituatie","De stand van een of meer regelbare eenheden (zoals schakelaars) in het energienet die van invloed zijn op het energietransport.",""
"id-736136","BusinessObject","Bedrijfscontinuïteitsplan","Een document dat een organisatie gebruikt om haar activiteiten te herstellen na een ontwrichtend incident.",""
"id-475214","BusinessObject","Bedrijfsgebouw","Een gebouw waar duurzame uitoefening van de activiteiten van de netbeheerder plaatsvindt, niet zijnde een gebouw dat onderdeel uitmaakt van het energienet.",""
"id-736039","BusinessObject","Bedrijfsgebouw","De verzameling bedrijfsobjecten nodig om bedrijfsgebouwen te beheren en faciliteiten beschikbaar te stellen.",""
"id-736041","BusinessObject","Bedrijfsgebouw","De verzameling bedrijfsobjecten nodig om bedrijfsgebouwen te beheren.",""
"id-736043","BusinessObject","Bedrijfsgebouwenstrategie","Een algemene aanpak die een organisatie hanteert om bedrijfsgebouwen en faciliteiten te beheren zodat zij haar doelstellingen realiseert.",""
"id-736144","BusinessObject","Bedrijfsplan","Een door een organisatie in detail voorgenomen handelswijze om haar doelstellingen te realiseren.",""
"id-736146","BusinessObject","Bedrijfsprestatie","De mate waarin een organisatie een gesteld doel of verplichting volbrengt.",""
"id-736130","BusinessObject","Bedrijfsrisico","Een effect van onzekerheid ten aanzien van de doelstellingen of resultaten van een organisatie.",""
"id-736160","BusinessObject","Bedrijfsstrategie","De verzameling bedrijfsobjecten nodig om de strategie te ontwikkelen en bewaken.",""
"id-736148","BusinessObject","Bedrijfsstrategie","Een algemene aanpak die een organisatie hanteert om haar missie, visie, kernwaarden en doelstellingen te realiseren.",""
"id-736029","BusinessObject","Betalingsopdracht","Een opdracht aan een financiële instelling om geld over te dragen.",""
"id-0867fbb3e17e4cb2b9fd3210cbd83138","BusinessObject","Business Object","",""
"id-0d4432599f3f4a2abf5de722216913ba","BusinessObject","Business Object","",""
"id-c60612a2eea94e24b8ef1f639f70c69f","BusinessObject","Business Object","",""
"id-b5bd15c5d74347a6ae0132b1cfa427f4","BusinessObject","Business Object","Business Object
A business object represents a concept used within a particular business domain.

The ArchiMate language in general focuses on the modeling of types, not instances, since this is the most relevant at the Enterprise Architecture level of description. Hence a business object typically models an object type (cf. a UML class) of which multiple instances may exist in operations. Only occasionally, business objects represent actual instances of information produced and consumed by behavior elements such as business processes. This is in particular the case for singleton types; i.e., types that have only one instance.

A wide variety of types of business objects can be defined. Business objects are passive in the sense that they do not trigger or perform processes. A business object could be used to represent information assets that are relevant from a business point of view and can be realized by data objects.

Business objects may be accessed (e.g., in the case of information objects, they may be created, read, or written) by a business process, function, business interaction, business event, or business service. A business object may have association, specialization, aggregation, or composition relationships with other business objects. A business object may be realized by a representation or by a data object (or both). The name of a business object should preferably be a noun.",""
"id-736120","BusinessObject","Campagne","Een samenhangende reeks activiteiten in communicatie.",""
"id-469215","BusinessObject","Capaciteitsknelpunt","Delen van het energienet waarvan wordt verwacht dat zij vanwege een tekort aan transportcapaciteit een aanzienlijk risico vormen voor een goede uitvoering van de bij of krachtens de wet aan de netbeheerder toegekende taken.",""
"id-736100","BusinessObject","Case","Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.",""
"id-6037babbc6b64f5fa4b9490e45055452","BusinessObject","Co-ordination and workflow framework","To allowe the creation, monitoring and steering of workflows providing the ability to manage people and equipment with flexible scheduling options. 
",""
